Unnamed: 0,name,place_id,rating,user_ratings_total
7333,鮨佐樂,ChIJARYJLNKrQjQRQvF2g24XoWM,4.2,302.0
7334,Le Blanc Taipei,ChIJ1aexh9GrQjQRBdl35-SffoQ,4.4,2885.0
7337,樵,ChIJmWAciNGrQjQREebz3eOlKSc,4.3,383.0
7338,Santé Lounge & Bar,ChIJqXHDy9OrQjQRKVv6RNftwQA,4.5,158.0
7339,強記港式小館,ChIJWzW_L9KrQjQROuoFjZ5voEw,4.1,910.0
7340,四海遊龍,ChIJ21dGF_qrQjQRomlL4GrtEAY,3.2,162.0
7341,東豐東鍋物,ChIJ7Y7GhoSrQjQR-POnFdB-sgU,4.9,344.0
7346,黑武士特色老火鍋 東豐店,ChIJd5d58NGrQjQRYqT7i0zsQhg,4.0,380.0
7347,陸光小吃館,ChIJcSNe8NGrQjQR_IiFvXmTkhc,4.0,879.0
7349,彭家園,ChIJN1pOu82rQjQRa9l4gzGSjEQ,4.1,743.0
7354,曜日義式餐酒館,ChIJJaEM89GrQjQRqKxidvzyJJ4,4.4,903.0
7355,四知堂,ChIJr-VVtX2pQjQRuNp6ud7DzOE,3.6,238.0
7356,咪咪小館,ChIJpc2J6tGrQjQRGATwJFdQbqA,4.4,149.0
7358,寶吉祥咖啡東豐店,ChIJAfg3ly3RDRQR6ueE2_2WUFg,4.7,261.0
7359,攤 台灣 TUA,ChIJKRMZINKrQjQR6slrpeejL_s,3.5,392.0
7360,a.Bistro,ChIJPVVVVSmqQjQR1eSqgqLANRo,4.3,106.0
7361,MUME,ChIJp6GC5NGrQjQRDuHabyIYADA,4.2,1436.0
7364,Chun Ramen,ChIJ11E1o3OrQjQRSWCo0KZNkxo,4.5,665.0
7365,昭和食堂,ChIJseRMjdGrQjQRpLQYPok-lI4,4.2,163.0
7366,十方長,ChIJrTcD7dGrQjQRKHRuFRozTMw,4.4,273.0
7370,L'Atelier De Patrick,ChIJ7_LN-NGrQjQRMSZQ-QisIO0,4.4,472.0
7372,Talking Heads,ChIJW3STls2rQjQRlinh2eNHEzY,3.9,497.0
7373,chinois,ChIJqRAX3HerQjQRjFk1-tsLPPg,4.4,107.0
7375,牡丹 天ぷら- 極上天婦羅,ChIJg91vPgWrQjQRziRWMlNKG-E,4.6,267.0
7376,dialog,ChIJY6XlANKrQjQR91IP2pHv8y4,4.7,146.0
7379,Romanken Dandan Noodles,ChIJNUNhbkirQjQRHl3b3QWdi2c,4.0,238.0
7380,Ji Yuan Szechuan Restaurant,ChIJ7yfd_82rQjQRFHc6dSL-vVA,4.2,3776.0
7381,軒維小廚,ChIJs8GyFM6rQjQR5BtbSanxxnY,4.1,206.0
7382,EMBERS,ChIJYRxrgYWrQjQRuA3aHM8PGgE,4.1,197.0
7385,都鮨蘭奢待,ChIJnQZscvkeaDQRN9B5a1Vou1o,4.2,170.0
7386,SEASON Artisan Pâtissier敦南旗艦店,ChIJf-50dM6rQjQR3ryzqBa-AqY,4.4,773.0
7388,筌壽司割烹,ChIJpSLNdc6rQjQREhYsGyDh01c,4.4,154.0
7391,Le Partage 樂享小法廚,ChIJbzoD2c2rQjQRlY1xUnGfYIE,4.1,668.0
7392,Chiantangtsuen,ChIJB64R3M2rQjQRClPNAacXYFE,4.3,659.0
7393,闔家小館,ChIJY7C5282rQjQR41XpkNknM2g,4.3,477.0
7394,肉 RÒU BY T-HAM,ChIJhTB0_82rQjQR8WwGMgHgpDc,4.3,261.0
7395,初魚鐵板燒-安和,ChIJOXDvQ7GrQjQR9EnQi8v7Hto,4.4,436.0
7396,Daddy Du Restaurant,ChIJ5UrvgM6rQjQRlynUeB9o2_Y,4.3,288.0
7397,Qian Ying Breakfast Restaurant,ChIJ_9PRANKrQjQRbo33FDEvocI,4.9,222.0
7399,Pico Pico,ChIJpfoexc2rQjQRTYSFv1cqWF0,4.4,921.0
7400,閣菱早午餐&餐酒館 bistro,ChIJxWf3BaarQjQR7_Y1fja8r14,4.2,269.0
7401,Ya Chu Tingyuan Restaurant,ChIJAWPdwc2rQjQRtfLcGgCX51o,4.2,160.0
7402,Nice Green 美蔬菜廚房(安和仁愛店),ChIJRwr4wc6rQjQRcxo-ibmbMG0,4.2,155.0
7404,Just Kitchen 仁愛店│JK廚房│永樂│MrBeast Burger│Body Fit │泰嗨│匠魂,ChIJr1kTf2arQjQR64E173AOaFE,4.3,112.0
7405,一冠割烹,ChIJh0uIcqurQjQRi3FOFp4lY8s,4.7,150.0
7406,本家長壽村,ChIJJ7wCL_arQjQR5pybOW09yr4,4.2,510.0
7407,logy,ChIJNWCqhOGrQjQR_4bJNRZ8uM0,4.3,463.0
7408,摩斯漢堡 安和店,ChIJR4y1_YapQjQRBibBTDm1_NU,3.7,685.0
7409,香聚餐館,ChIJ85buxc6rQjQR6Bkg7IOqB24,4.5,443.0
7410,Sugar Pea Cafe,ChIJZ3ngz86rQjQROhwb6yf2vqo,4.3,988.0
7414,106HARBOR美式海鮮餐廳,ChIJi-wf3OCrQjQRqlPSWwyJzgA,4.9,934.0
7415,麻辣壹號店,ChIJB8jl0c6rQjQRgZxB3UhM2zQ,4.5,770.0
7416,nkụ,ChIJxbHSzc6rQjQRAey5W33EXYc,4.2,424.0
7417,軒壽司&割烹,ChIJI6_r086rQjQRFKFmFT5A9Ow,4.1,168.0
7418,女王廚房,ChIJ03O3dN-rQjQRU7S4F86qEdk,4.8,100.0
7419,嵐山日本料理,ChIJJ84Y-birQjQRnXvuolLzZX0,4.4,152.0
7421,安和咖啡商號 Cafe Ah! -信義安和咖啡/印度咖哩/美食/甜點,ChIJDeevs7GrQjQRVtkpIGksa8w,4.9,207.0
7422,謙安和 Ken Anho,ChIJN0-koc6rQjQRwxmq75C-AwI,4.3,217.0
7426,蘭亭割烹和牛料理專門店,ChIJ8ZE2KEqrQjQR3n7Lg5WpHsc,4.7,634.0
7428,宜品港式粥麵飯,ChIJCyacM8mrQjQRk_KppX8gD0k,4.1,142.0
7429,呦呦創意吐司 YOYO TOAST/大安早午餐/大安早餐/大安美食/大安熱壓吐司/大安breakfast/大安takeout,ChIJvUaqcFarQjQRiiPCmCuECiA,4.9,192.0
7432,滬申泰生魚片蓋飯,ChIJfUqLLsmrQjQRPgPEaJP2lJc,4.3,210.0
7433,成家小館 仁愛店,ChIJ6xFUKsmrQjQRMT_M9ptOb6M,4.0,311.0
7436,The Green Room,ChIJU3HcKMmrQjQRwf6iiRPYT_c,4.2,914.0
7437,鮨 野村 のむら,ChIJQ2rvLsmrQjQR4nKNoL15oHs,4.5,480.0
7441,有樂海南雞 ｜海南雞飯｜叻沙麵 ｜肉骨茶 OLLA Chicken Rice,ChIJe-5GzZSrQjQRHC_Vm9qQPRI,4.4,277.0
7443,千家食堂,ChIJuRoVL8mrQjQRCmGTsnDX2K8,4.3,215.0
7444,Woodid우리手作韓食（寵物友善餐廳）,ChIJHfXxIcirQjQRJ-q5SfFE7oM,4.3,186.0
7445,咱家廚房,ChIJseke1sirQjQRjnQVc9KSwZY,3.8,218.0
7447,La Famiglia 羅馬餐館,ChIJnbgvcaOrQjQRpSvuuYTmDTY,4.1,190.0
7449,五福小館,ChIJWYKmaGarQjQRqxJx8HXGbb4,4.4,239.0
7450,八方雲集鍋貼水餃專賣店-仁愛國泰店,ChIJxw16K8mrQjQRY5wATw-oKas,2.7,256.0
7451,PIZZAROUND 比薩斜躺,ChIJ2_zyjXurQjQRWWwzPefKMIk,4.8,262.0
7452,廖嬌米粉湯（延吉2店）仁愛路旁,ChIJHyug4MirQjQRRULyQ-9NAhw,2.4,155.0
7453,就是義大利麵屋 ITS PASTA,ChIJAUXQ3cirQjQRWRFKdOpGOOk,4.1,592.0
7454,疆羊大道,ChIJa_rBG8SrQjQRy_CSKfx4Mks,4.8,298.0
7455,美術系壽司-台北大安店,ChIJH50TLL2rQjQR4oEOSQtsLO8,4.7,1307.0
7457,kokoni 串丼小酒場|大安區居酒屋 大安區日式料理 東區居酒屋 東區日式料理 國父紀念館居酒屋 國父紀念館日式料理 外帶外送,ChIJr0U87BOrQjQRFm09yBmSiKo,4.8,178.0
7458,蚵埕-外傘頂洲蚵仔之家-延吉店,ChIJDS_1iCirQjQRwtpYRx4ew8k,3.7,298.0
7459,富士町壽司日式料理,ChIJ3yVA58irQjQRkA0gt3gFBkM,4.6,242.0
7460,Subway Ren'ai Yanji,ChIJ-e5u3MirQjQRPABT3DKa3dc,4.2,370.0
7461,J's Place 輕鬆小酒吧,ChIJIxP_HcmrQjQR3cTQtFKHScI,4.5,238.0
7462,Wow La Wah Izakaya Dining Room,ChIJb_lQRcCrQjQR991pOEMX9lc,4.5,249.0
7464,Everywhere burger club漢堡俱樂部,ChIJDdTzBpqrQjQROnMoTwFNyp8,4.0,1411.0
7465,丼丼口,ChIJ6WSdFcmrQjQR7ClIcXWIFS8,3.8,172.0
7466,鳥以花香,ChIJiQBy5MyrQjQRq2WoB8LpCtk,4.3,768.0
7467,金魚日本料理,ChIJPX-C-sirQjQRIzX4sO6mgaA,4.1,3209.0
7468,也鰻仁日式料理｜台北美食 台北日式料理 台北鰻魚飯 大安區日式料理 大安區居酒屋 大安區鰻魚飯,ChIJJQEY-durQjQR_SrrC0pPn_Q,4.8,258.0
7469,BEAU Gather 抱囍食聚,ChIJc7cFstGrQjQRT5-hjGeB2Zc,4.0,397.0
7470,游佬鍋物料理(光復店),ChIJPyQmJCWrQjQR7XKMYAanyQw,4.8,358.0
7472,北大行小籠包,ChIJaYaCVMirQjQRJ9HVrj8r94M,4.2,885.0
7474,The Fridge bar,ChIJ-ysTIMSrQjQRx8FHkXTcMYA,4.7,202.0
