Unnamed: 0,name,place_id,rating,user_ratings_total
1550,Syabu-yo Nangang CTBC Financial Park,ChIJyWGqolGtQjQR_SOxHjbPWFw,4.0,927.0
1551,雪嶽山韓式料理,ChIJFTWLsKesQjQRNPuhR1KaekA,3.8,116.0
1554,大河屋 燒肉丼 串燒-中信南港店,ChIJvWPH_xOtQjQRpWFAqhbQiCw,4.7,411.0
1556,石研室 台式爆炒石頭火鍋 - 南港中信店,ChIJaUo06QatQjQRPHfvCZRn6Bw,4.4,1908.0
1557,上揚食尚鐵板燒,ChIJhy7M2KesQjQRmUGcQ39oUQU,3.3,201.0
1558,Very Thai Restaurant,ChIJI55cuqesQjQR8VGfK9gNLec,4.1,844.0
1559,Pepper Lunch 胡椒廚房 - 南港店,ChIJrXmpu6esQjQRTqhFGXk0MhU,4.5,974.0
1561,Shin Yeh Bistro Nangang Restaurant,ChIJqX7CxKesQjQRWduxZ7juYTM,4.1,1374.0
1562,PappaRich金爸爸-南港中信店,ChIJWUhu1qesQjQRuDKEkbrAZ1g,4.1,1590.0
1563,樂麵屋 南港店,ChIJP7_VzqesQjQRZY2wwtcGGE8,4.2,1177.0
1567,永吉自助餐,ChIJWWgVJ3mrQjQRbpPVi1U9MB4,4.2,110.0
1568,廣州燒臘專家,ChIJE03-3nirQjQRJKZWnqAeD7s,3.7,101.0
1572,香港燒臘館,ChIJE03-3nirQjQRwMxrIvRT8B8,3.3,169.0
1573,越南之家,ChIJx-7DG3urQjQRnkfYT9Ni71c,4.0,308.0
1574,麥味登精緻早午餐(內湖新明店),ChIJx-5_3XirQjQR8vVdm86FT-A,3.8,245.0
1580,二師兄精緻早餐,ChIJG1sVH3urQjQR9Z0Nl6RbHYM,3.4,100.0
1582,日式燒丼,ChIJJVVBw1irQjQRq9-3jGmTAnA,4.1,143.0
1587,多多小吃-南港便當,ChIJdV4O9mSrQjQRpnZdS8ZDE_I,4.3,286.0
1588,正宗泰國菜,ChIJV8Wt9mSrQjQR73Sc1QYLh0E,4.2,334.0
1590,gonnaEAT 南港店,ChIJgbDnHYytQjQRXFUA67jfRe8,4.4,1135.0
1593,小高玉迴轉壽司,ChIJoWB47aesQjQRl178LI-17uo,3.3,202.0
1594,餡老滿,ChIJ2UiM5KesQjQRVScr2ns4Dxs,3.8,1504.0
1597,MOS Burger Taipei Nangang Exhibition Center Shop,ChIJK1tFeaesQjQRpSi5ikGeTUI,3.6,340.0
1599,香港頂品燒臘店,ChIJJ-8WVnqrQjQRQ3DRkumA4n4,4.1,102.0
1602,大尾雞排 南港店,ChIJzZIj4XqrQjQRNMuY8npZwac,3.9,285.0
1603,白暮蛋餅先生4號店（昆陽）,ChIJ3f1wUK-rQjQRuvbxTgZYWM0,4.6,465.0
1605,秘密基地,ChIJSy0U5nqrQjQRBL73uaJAzLM,4.0,171.0
1606,粗飽早午餐,ChIJ34vS6XqrQjQRlNAVCYj_YY8,4.4,171.0
1607,胖老爹美式炸雞 南港店,ChIJAYegOhWrQjQR_y8SbY563io,4.0,156.0
1612,不想早起 get up,ChIJZ86q7YarQjQR-xBj0x1I8lQ,4.6,243.0
1614,ㄔˇ 留香湯包專賣店-南港,ChIJjegu6VirQjQRu9BQQOr5rg0,3.9,200.0
1618,佬嘜港式燒臘,ChIJo9Rx0lirQjQR0r54zXgM8Bo,4.2,189.0
1620,POKE+波奇家夏威夷海鮮丼飯（南港軟體園區店),ChIJ1Z8_to2rQjQRCQJsse4n4ZA,4.9,114.0
1625,豬腳將軍(南港店),ChIJr4tHw1irQjQRZBDca2PrU4w,3.6,331.0
1630,青丹扎西 Chingdan Tashi Nangang Exhibition Center,ChIJP6YFq-urQjQRxiqqPoCY7cE,4.5,257.0
1631,呷尚寶 富康店,ChIJCykHJVirQjQRyus2HUF5jrc,3.5,115.0
1635,找諶 Chen’s Brunch,ChIJA9vu3HqrQjQRWhhwjOBFkcA,4.5,251.0
1639,好捲早午餐,ChIJp5S_sHqrQjQR2wwsbgynL4M,4.0,253.0
1640,紅坊 義大利美食館,ChIJSwncqGCrQjQReFdYdkTB7DM,3.1,101.0
1641,大呼過癮臭臭鍋(南港店),ChIJwRhdqGCrQjQR6MdCEVY_KHA,3.6,310.0
1642,Neverland Noodle Bar,ChIJpQWI816rQjQRKtdvTeHmpcA,4.4,546.0
1643,爭厚厚切牛排。南港店,ChIJ03r2vwqrQjQRNS1f8Ln8r7g,4.2,1045.0
1645,Neverland LITE,ChIJmTG6816rQjQROj9fjiCafjY,4.3,1052.0
1646,義薩格餐廳 Isaac Eatalian cuisine,ChIJj_MnZ16rQjQRIaKbVNAOGkA,4.3,316.0
1647,懷舊鐵道物語-鐵道便當 南港店,ChIJ7Unp116rQjQRrPvAYiUko8w,3.6,174.0
1648,涮嘴 南港店,ChIJZ3rh6HCrQjQRpqsYjKb_IgM,4.2,357.0
1649,早點初發 南港,ChIJd8jrqxGrQjQRIr47VXIAZ2M,4.4,142.0
1650,3多靚鍋 南港旗艦店,ChIJd7gK9oCrQjQR5XrvCyJbI_U,4.3,847.0
1652,福媽香香鍋,ChIJfw-R2lirQjQRdq0dvyPBBNI,4.3,432.0
1653,開源社南港店,ChIJt-AtdfirQjQRHlyZFjI_kZA,3.5,167.0
1654,Napoli,ChIJFwrDQ6WrQjQRm7_TqpskpAo,4.1,603.0
1655,Chuan Wei Deng Jia Beef Noodle Restaurant,ChIJNQzUFaesQjQRFqBa7m2CrZ0,3.8,533.0
1656,三竹園客家小館,ChIJFV8d7lirQjQRyz-FZwup5WI,4.0,497.0
1657,緒食-一鍋小麻辣(南港文青店)Shifood,ChIJ8WtDm9OrQjQR9BywB32LUYw,4.6,678.0
1658,尊上食坊,ChIJbcowXFirQjQRQsXlX9xzENI,4.4,526.0
1659,小南港-懶人私廚,ChIJbxyLRlirQjQRRO4iZVRY6Uc,4.2,810.0
1661,傳承牛肉麵館,ChIJwRvPpaWrQjQRRGTxlXFpB1k,3.8,457.0
