Unnamed: 0,name,place_id,rating,user_ratings_total
8359,Sister's Kitchen,ChIJxWyMgiyqQjQRvxsABDJsO68,4.5,376.0
8367,Pizza Hut必勝客-大安外送店,ChIJlaF1pDGqQjQRUMslrduoCss,4.4,768.0
8371,感謝您塩酥雞,ChIJVVVVVRWsQjQRwjxvwGpevuc,4.4,295.0
8372,韓風館,ChIJmyWB2tKrQjQRYtkbPpMm6Js,4.2,307.0
8373,圓圓小籠湯包,ChIJwYJ249KrQjQRnrbW4Ypxzk8,4.0,499.0
8374,Bafang Dumplings Da'an Branch,ChIJOW6enGWrQjQR1SDY6jQH1no,3.5,210.0
8375,阿嬌海鮮料理,ChIJJVLf5dKrQjQR570VqXMtxH0,4.0,164.0
8377,王家刀切麵,ChIJiWlb49KrQjQRftNK4Atn78c,4.1,696.0
8378,粥師傅廣東粥大安店,ChIJhUSl_NKrQjQRF37kAzjq3Qc,3.5,128.0
8379,江蘇老趙刀切麵,ChIJ499L49KrQjQREFTLTRhHr8Y,3.8,1104.0
8381,老鄒刀切麵,ChIJ499L49KrQjQRPnng-9bYJLo,3.9,336.0
8383,鰻屋燒烤日式便當｜台北會議便當｜台北客製化餐盒｜台北團體便當｜台北便當外送｜台北商業午餐,ChIJWRdMotKrQjQRQL7sonkGSpg,4.0,196.0
8386,原涮 樂活鍋物 Love Pot,ChIJGdKUjgmrQjQRKgoq9G_lV8E,4.7,454.0
8387,饗樂餐廳 Feast &Fun,ChIJeauYAfKrQjQRN9q5ZO1xBTo,4.5,242.0
8388,小小樹食 敦南店,ChIJeZf20F-rQjQRQTICfWIFhaU,4.2,1007.0
8390,悅上海,ChIJ4WwaaM2rQjQRG8N5XA8chEs,4.0,903.0
8391,麥味登敦南遠企,ChIJ7UeF4GOrQjQRD_y_qBI4wlI,3.1,143.0
8392,Der Löwe Bavarian Restaurant 巴獅子德國餐廳,ChIJ6XfOP82rQjQR23E0Moak_0M,4.3,717.0
8394,食驗室低脂健康餐盒,ChIJJ24ZdjWrQjQR4GUhODHeBDY,3.8,110.0
8396,老蘿蔔敦南店,ChIJc-Od-szWDRQRk9_BvpR9qDM,4.0,296.0
8397,金仙魚丸店 ‧ 魯肉飯,ChIJ1bYGFs2rQjQR2XlX-Pn6WDM,4.0,135.0
8398,麵點王,ChIJaSHpldGrQjQRsEDAZoE1mRQ,4.4,383.0
8399,SECOND FLOOR CAFE 貳樓敦南,ChIJLZbPPs2rQjQRgBSz55KQhPc,4.2,3502.0
8400,nena by Gen Creative,ChIJQzi8Pc2rQjQRDbKQ3cPqc80,4.5,672.0
8401,MissGreen,ChIJjc9-QsyrQjQRGxQCt3ntoHo,4.2,879.0
8402,呂河日本料理,ChIJbVme-szWDRQR1HWhWcj8I1I,4.8,194.0
8404,enishi,ChIJTxNHOc2rQjQRDmGHHI37GVk,4.3,1443.0
8410,幸福自助餐,ChIJ6689Hs2rQjQRApe8isKkPUk,3.5,205.0
8412,甩三小羊肉專賣店,ChIJ53DdH82rQjQRSbhKyiCa98o,4.2,483.0
8414,洞天 粵式煲湯獨享鍋/大安區火鍋/台北美食推薦/台北餐廳,ChIJe6fxtbarQjQRQmZCfdsz5GM,4.5,163.0
8418,UMAI沖繩飯糰餐車店,ChIJ09K4dHOrQjQRVbLnoRiSOlo,4.2,229.0
8419,俞壽司,ChIJ06H348yrQjQR-fAeJPAQDAE,4.4,297.0
8421,巷子口食堂,ChIJOVviX8yrQjQRO1W-X8lg0JA,4.4,688.0
8422,Kamekona Hawaii 鐵板燒,ChIJW2LbX8yrQjQRD_KPVod8Nyc,4.7,494.0
8423,阿慶乾麵餛飩,ChIJq_bC9syrQjQRnEuBohY0iNE,4.0,198.0
8424,老朋友小酌熱炒,ChIJ7YtJ8cyrQjQRiNsxNu9BYvo,4.7,1706.0
8425,ICHI Japanese Cuisine & Bar (ICHI居酒屋),ChIJ6XkW8cyrQjQRNENj5z9eYnw,4.2,286.0
8426,紅盤子｜私廚·預約制｜港式料理｜寵物友善｜包廂｜活動包場｜茶餐廳,ChIJ2SVpVrCpQjQRKnxOY4OfEE8,4.3,248.0
8427,後院 L'arrière-cour 威士忌博物館,ChIJjY4zZ8yrQjQRO9r-32pw-eg,4.5,587.0
8428,之善料亭,ChIJ8wmDVr6rQjQRcXumbTk3skk,5.0,182.0
8429,牛吉燒肉,ChIJoaR7VMqrQjQRJfHQTL7n66k,3.9,276.0
8430,李氏香拌 （Lee’s Beef-noodle),ChIJu9TiECWrQjQRq64-o5mvFEE,4.1,162.0
8431,丼飯店,ChIJmeHqjsyrQjQRttpL5nxzn-Q,4.2,662.0
8432,MASA,ChIJ_YUutfirQjQRuKAcXi0fqAU,4.3,674.0
8433,南魂 串燒·酒場,ChIJbyjqFOGrQjQRcgDeyFJHbjE,4.5,177.0
8435,YOLO's Cafe,ChIJZ7tjiMyrQjQRwpoTp3_Fmec,4.5,370.0
8436,簡媽媽冰糖檸檬,ChIJ8UneH4yrQjQRSE8DTPRvShw,4.7,114.0
8437,Burger & Co.,ChIJ5ZhRj8yrQjQRrIZ7NwlWq4w,4.4,1459.0
8438,老李牛雜,ChIJGze8k8yrQjQRoQSxSsO4KsQ,4.1,1798.0
8439,Pingtom Spicy Hot Pot at Xinyi Anhe Station,ChIJCeTCh8yrQjQR8_SDjBFICvY,4.2,897.0
8440,Lan Ling Sichuan Beef Noodle Restaurant,ChIJH6qOj8yrQjQRUfvkS2HZFH0,3.9,401.0
8441,菜真香,ChIJc0bak8yrQjQRa6SGK9i5gks,4.2,304.0
8444,香港澳華燒鵝,ChIJUYJWhcyrQjQR1it7UbPdhE8,3.5,170.0
8445,鍋貼專賣店,ChIJs9E8fMyrQjQRBfjmw-3pHR4,4.2,106.0
8446,潭記台南虱目魚店,ChIJa-mWPiyrQjQRe1WkNQrm5XA,3.6,229.0
8447,Zoca Pizzeria Caffetteria,ChIJOWhYlsyrQjQRS0-iAS4qi2k,4.4,1649.0
8450,豪香熱炒,ChIJhXfxj8yrQjQRfhMlOXrxPdY,4.0,489.0
8451,王記豆腐捲,ChIJ_x6HYsurQjQRYNTBoTLmoXI,4.3,388.0
8453,佳家手作餐盒/大安區美食/大安區便當/大安區便當外送/信義區美食/信義區便當/信義區便當外送/附近便當,ChIJG46PkMyrQjQRm0AWF7OFh14,4.0,309.0
8454,鮮堡漢堡早餐店 通安店,ChIJReuKhMyrQjQRkGVrDs3Xhmo,4.0,102.0
8456,給海Get High Seafood Bistro,ChIJN2RXN0WrQjQR7xbtWT8acgM,4.4,259.0
8457,通化意麵,ChIJLW4JNh6rQjQR7TpH0_93FEY,4.5,192.0
8458,這餐你Food 商業午餐/精緻晚餐/餐酒/訂單外送,ChIJSy8vzZOrQjQRCZUffES3A_8,4.8,181.0
